Error,Word
অ ষ ্ ম র,অ শ ্ ম র
অ ব শ ্ ঝ ম ্ ব ব,অ ব শ ্ য ম ্ ভ ব
অ ণ ু দ ্ ব ু ত,অ ন ু দ ্ ভ ু ত
অ ক ্ স ি র,অ ক ্ ষ ি র
অ ক া ল ব ৃ ধ ্ ধ,অ ক া ল ব ৃ দ ্ ধ
অ ধ ো ফ ্,অ ধ ো প ্
অ ন ু ঝ ো গ ে র,অ ন ু য ো গ ে র
অ ঝ ু গ ত,অ য ু গ ত
অ ধ ্ র ু ভ ো,অ ধ ্ র ু ব ো
আ ণ ন ্ ধ হ ে ত ু,আ ন ন ্ দ হ ে ত ু
আ ঁ ছ ড় ি ল,আ ঁ চ ড় ি ল
আ ভ ো র ্,আ ব ো র ্
অ ক ৃ ত ণ া ম ্ ন ী,অ ক ৃ ত ন া ম ্ ন ী
অ ফ ু র ্,অ প ু র ্
অ ক ৃ ত ভ ি ধ ্ য,অ ক ৃ ত ব ি দ ্ য
অ ম ্ ভ ু ন া থ,অ ম ্ ব ু ন া থ
অ ণ ু গ া ম ী,অ ন ু গ া ম ী
আ ঝ ক ে র,আ জ ক ে র
অ ক া ল ফ ক ্ ব,অ ক া ল প ক ্ ব
অ দ ী র ত া,অ ধ ী র ত া
অ ণ ু শ ী ল ণ ী য়,অ ন ু শ ী ল ন ী য়
অ ষ ং য ু ক ্ ত,অ স ং য ু ক ্ ত
অ ক ৃ ত ধ া র,অ ক ৃ ত দ া র
অ ণ া ম ি ক,অ ন া ম ি ক
আ চ ্ চ া ম ত ো,আ চ ্ ছ া ম ত ো
অ খ ু ষ ি,অ খ ু শ ি
অ শ ি চ া ল ন া,অ স ি চ া ল ন া
অ স ং জ ম ী,অ স ং য ম ী
আ গ ু ষ র ি,আ গ ু স র ি
আ প া ট া,আ ফ া ট া
অ ণ ু য া ত ্,অ ন ু য া ত ্
অ ণ া ক র ্,অ ন া ক র ্
অ য ি র ্,অ জ ি র ্
অ দ র ৌ শ ্,অ ধ র ৌ শ ্
আ ফ ও য় া ঈ,আ ফ ও য় া ই
অ স ্ থ ি ফ ঞ ্ ছ,অ স ্ থ ি প ঞ ্ চ
অ ষ ্ থ ি ম য়,অ স ্ থ ি ম য়
অ ভ ্ জ ব স ্ থ ি ত,অ ব ্ য ব স ্ থ ি ত
অ ধ ্ য া ফ ক ি,অ ধ ্ য া প ক ি
আ ধ ্ য ক ্ ষ র,আ দ ্ য ক ্ ষ র
অ র ্ ক প ু ল,অ র ্ ক ফ ু ল
অ ষ ্ ত ্ র ক র া,অ স ্ ত ্ র ক র া
অ গ ্ র য া,অ গ ্ র জ া
অ স ্ ত া য় ম া ণ,অ স ্ ত া য় ম া ন
অ গ ্ র ভ র ্ ত ী দ ে র,অ গ ্ র ব র ্ ত ী দ ে র
অ ত ি ম ু গ ্ দ ত া,অ ত ি ম ু গ ্ ধ ত া
অ ধ ঃ শ ্ থ ি ত,অ ধ ঃ স ্ থ ি ত
অ ন া থ ষ ্ র ম,অ ন া থ শ ্ র ম
অ ন ু ফ ো ক া র ্,অ ন ু প ো ক া র ্
অ প ভ ্ ঝ ব হ া র,অ প ব ্ য ব হ া র
আ গ ্ র হ ঝ ু ক ্ ত,আ গ ্ র হ য ু ক ্ ত
আ ত ্ ম ত ্ জ া গ,আ ত ্ ম ত ্ য া গ
অ ব ো ব ্ র ি থ ্,অ ব ো ভ ্ র ি থ ্
অ ণ ৌ ছ ি ত ্ য,অ ন ৌ চ ি ত ্ য
অ ণ ু গ ৃ হ ী ত া,অ ন ু গ ৃ হ ী ত া
অ ঝ র া ম র ্,অ জ র া ম র ্
আ ণ ি ল ে,আ ন ি ল ে
অ র ্ থ হ ী ণ ব া ব ে,অ র ্ থ হ ী ন ভ া ব ে
অ ক া ণ ্ ঢ,অ ক া ণ ্ ড
অ র ্ জ ু ণ ফ ত ্ ন ী,অ র ্ জ ু ন প ত ্ ন ী
অ শ ্ ট ম ী,অ ষ ্ ট ম ী
আ ত ্ ম প ্ র ছ া র ক,আ ত ্ ম প ্ র চ া র ক
আ ক ভ ত ে,আ ক ব ত ে
আ ন ী ষ,আ ন ী স
অ ব ধ ং ষ,অ ব দ ং শ
অ ভ ি ম া ণ জ ণ ি ত,অ ভ ি ম া ন জ ন ি ত
আ ত ্ ম া ন ন ্ ধ,আ ত ্ ম া ন ন ্ দ
অ র ্ হ ন া,অ র ্ হ ণ া
অ ভ শ ্ ঝ ভ া ধ ্ য ত া,অ ব শ ্ য ব া ধ ্ য ত া
অ জ ো ই ভ ো,অ জ ো ই ব ো
অ ্ ঝ া ল ো ফ ্ য া থ ি,অ ্ য া ল ো প ্ য া থ ি
অ র ভ ে,অ র ব ে
অ ভ ো দ া ন ্,অ ব ো ধ া ন ্
অ ফ ো র ি প ু র ্,অ প ো র ি প ু র ্
অ ফ ্ র ো ত র ্,অ প ্ র ো ত র ্
অ ণ ত র ঙ গ ো,অ ন ত র ঙ গ ো
আ ই ণ ে,আ ই ন ে
অ ণ া গ ত ক া ল,অ ন া গ ত ক া ল
অ স ু ঝ ো গ ে,অ স ু য ো গ ে
অ র ্ থ ভ া গ ্ জ,অ র ্ থ ভ া গ ্ য
অ ধ ্ ঝ য় ন জ ো গ ্ ঝ,অ ধ ্ য য় ন য ো গ ্ য
আ ব ে ক ও ষ র ্,আ ব ে ক ও স র ্
অ ধ ্ ভ ৈ ত ব া দ,অ দ ্ ব ৈ ত ব া দ
আ ভ ে ষ ্ ট ি ত,আ ব ে ষ ্ ট ি ত
অ ক ি ঞ ্ ছ ন ত ্ ভ,অ ক ি ঞ ্ চ ন ত ্ ব
অ ণ ু ল ে খ,অ ন ু ল ে খ
অ ্ ঝ া দ ্ দ ি ন,অ ্ য া দ ্ দ ি ন
অ ন ু ফ ্ র া ন ি ত,অ ন ু প ্ র া ণ ি ত
আ ধ ে খ ল ে র,আ দ ে খ ল ে র
আ ধ ক ফ া ল ে,আ ধ ক প া ল ে
আ ক ো ণ ে র,আ ক ো ন ে র
আ ফ া ং,আ প া ং
অ ণ ূ ঢ়,অ ন ূ ঢ়
অ ম ্ ল ঝ া ন ে র,অ ম ্ ল জ া ন ে র
অ দ ি ষ ্ ঠ া ত ্ র ী,অ ধ ি ষ ্ ঠ া ত ্ র ী
অ ভ ি ল ম ্ ব ে,অ ব ি ল ম ্ ব ে
অ ত ু ল ণ ্,অ ত ু ল ন ্
অ য ত ্ ণ,অ য ত ্ ন
অ স ্ ত া ব া,অ স ্ ত া ভ া
অ ে ছ ্,অ ে চ ্
আ ঝ া দ ী,আ জ া দ ী
আ গ ম ণ ী,আ গ ম ন ী
অ ত ি র ঞ ্ জ ণ ফ ট ু,অ ত ি র ঞ ্ জ ন প ট ু
অ ন ্ ন ফ া ন ি,অ ন ্ ন প া ন ি
অ ভ ি ধ ্ য ম া ন ে,অ ব ি দ ্ য ম া ন ে
অ ম া ণ ু ষ,অ ম া ন ু ষ
অ স ম ফ ি ক া,অ স ম প ি ক া
অ প ো ব া স া,অ প ো ভ া শ া
অ চ ি ল া,অ ছ ি ল া
অ ভ ি ব ে ছ ন া,অ ব ি ব ে চ ন া
অ ভ ো ন ি,অ ব ো ন ি
অ ক া য,অ ক া জ
অ ণ া দ া য়,অ ন া দ া য়
অ র ি ধ ল,অ র ি দ ল
অ ণ া র ্,অ ন া র ্
আ ভ র ি ব,আ ব র ি ব
আ ব া ধ ক া র ী,আ ব া দ ক া র ী
অ র ি স ূ ন ্ জ,অ র ি শ ূ ন ্ য
অ ভ ী র া,অ ব ী র া
অ দ ি র ো প,অ ধ ি র ো প
আ ণ ো ট া,আ ন ো ট া
অ ক ্ শ ট ি,অ ক ্ ষ ট ি
অ দ ৃ স ্ ট চ র,অ দ ৃ ষ ্ ট চ র
অ প ক ে ণ ্ দ ্ র,অ প ক ে ন ্ দ ্ র
অ ণ ব ো ছ ্,অ ন ব ো চ ্
আ ফ ্ ত ভ া ক ্ য,আ প ্ ত ব া ক ্ য
অ স ম ্ ব া ব ্ জ ত া,অ স ম ্ ভ া ব ্ য ত া
অ ফ ো র ি প া ক ্,অ প ো র ি প া ক ্
অ ণ া র া র ি,অ ন া র া র ি
আ ই ন ভ া য,আ ই ন ব া জ
আ ত ্ ম গ ু ন,আ ত ্ ম গ ু ণ
আ ধ ো ম ্,আ দ ো ম ্
অ ভ ে ণ ি ব দ ্,অ ব ে ন ি ব দ ্
অ ্ জ া র া র ু ট ্,অ ্ য া র া র ু ট ্
অ ণ ্ ধ ত ্ ব,অ ন ্ ধ ত ্ ব
অ ভ ে ল া র,অ ব ে ল া র
অ ছ া ল ্ য,অ চ া ল ্ য
অ ল ্ ফ ত া ভ া চ ক,অ ল ্ প ত া ব া চ ক
অ ভ ্ য া হ ত ি,অ ব ্ য া হ ত ি
আ ঁ ছ ো ল ্,আ ঁ চ ো ল ্
অ ক ছ া,অ ক চ া
আ ত ্ ম হ ণ ্ ত া,আ ত ্ ম হ ন ্ ত া
অ ণ ু ক ্ ত,অ ন ু ক ্ ত
অ ল ্ প ষ ি দ ্ দ,অ ল ্ প স ি দ ্ ধ
আ ফ ্ য া য় ণ ফ ্ র া প ্ ত,আ প ্ য া য় ন প ্ র া প ্ ত
অ ষ ্ ট ব ঝ ্ র,অ ষ ্ ট ব জ ্ র
অ স ম া ফ ি ক া ক ্ র ি য় া,অ স ম া প ি ক া ক ্ র ি য় া
অ গ ো ণ ্,অ গ ো ন ্
অ ষ ্ ব া,অ শ ্ ব া
অ ফ হ ু জ ু র,অ প হ ু জ ু র
অ ণ ু ক ূ ল ে,অ ন ু ক ূ ল ে
অ ফ ি ন ি হ ি ত ি,অ প ি ন ি হ ি ত ি
অ ব ্ জ য় ী ভ া ব,অ ব ্ য য় ী ভ া ব
অ ঞ ্ ছ ল ভ ি ত ্ ত ি ক,অ ঞ ্ চ ল ভ ি ত ্ ত ি ক
অ র ছ ্,অ র চ ্
আ ধ ্ দ া শ ে,আ দ ্ দ া স ে
অ র ্ ধ ফ র ি স ্ প ু ট,অ র ্ ধ প র ি স ্ ফ ু ট
অ ম ন ো য ো গ ্,অ ম ন ো জ ো গ ্
অ ভ ি শ ং ব া দ ে,অ ব ি স ং ব া দ ে
অ দ ো গ ো ত ি,অ ধ ো গ ো ত ি
অ ব শ র গ ু ল ি ক ে,অ ব স র গ ু ল ি ক ে
অ ষ ি থ ি ল ্,অ শ ি থ ি ল ্
অ ফ ো র ি শ ্,অ প ো র ি শ ্
অ ভ ণ ্ ধ ু র,অ ব ন ্ ধ ু র
আ ক ম ্ ফ ি ত,আ ক ম ্ প ি ত
অ স ্ ত ্ র গ ্ র হ ন,অ স ্ ত ্ র গ ্ র হ ণ
অ স া ম ্ প ্ র ধ া য় ি ক ত া,অ স া ম ্ প ্ র দ া য় ি ক ত া
অ দ ি ভ ূ,অ ধ ি ভ ূ
অ ত ি ক ্ র া ণ ্ ত,অ ত ি ক ্ র া ন ্ ত
অ ভ া ব ো ণ ি য় ো,অ ভ া ব ো ন ি য় ো
অ ফ ্ র ক ট,অ প ্ র ক ট
অ স ্ র দ ্ ধ া জ ন ি ত,অ শ ্ র দ ্ ধ া জ ন ি ত
অ ন ি চ ্ চ া জ ন ি ত,অ ন ি চ ্ ছ া জ ন ি ত
অ গ ু ণ ্ ত ি,অ গ ু ন ্ ত ি
অ প া ছ ্,অ প া চ ্
অ গ ্ ন ি ফ ূ ঝ ক,অ গ ্ ন ি প ূ জ ক
অ ফ ্ র ক ট ি ত,অ প ্ র ক ট ি ত
অ স ্ প শ ্ ট ত া স ূ ছ ক ভ া ভ ে,অ স ্ প ষ ্ ট ত া স ূ চ ক ভ া ব ে
অ ষ ং শ ্ থ া ন,অ স ং স ্ থ া ন
অ ত ্ ঝ া শ ্ চ র ্ জ,অ ত ্ য া শ ্ চ র ্ য
আ ত ্ ম শ ছ ে ত ন ত া,আ ত ্ ম স চ ে ত ন ত া
অ ন ি স ্ ট া শ ঙ ্ ক া,অ ন ি ষ ্ ট া শ ঙ ্ ক া
অ দ র ম দ ি র া,অ ধ র ম দ ি র া
আ ধ ো র ্,আ দ ো র ্
আ ণ ন ্ ধ ফ ্ র দ া ন,আ ন ন ্ দ প ্ র দ া ন
অ ব ি র ো ষ,অ ভ ি র ো ষ
আ ই ন গ ত ব া ভ ে,আ ই ন গ ত ভ া ব ে
অ স ্ র ু জ ল,অ শ ্ র ু জ ল
আ ত ষ ী,আ ত স ী
অ ষ ্ র,অ স ্ র
অ ক ্ র ি য় া ছ র ণ,অ ক ্ র ি য় া চ র ণ
অ ঙ ্ গ হ ী ণ া,অ ঙ ্ গ হ ী ন া
আ প া র ্,আ ফ া র ্
অ র ্ দ া শ ণ,অ র ্ ধ া শ ন
অ ণ ু ল া প,অ ন ু ল া প
অ ণ ূ র ্ দ ্ ব,অ ন ূ র ্ ধ ্ ব
আ ণ ন ে,আ ন ন ে
অ ঙ ্ গ ণ ে র,অ ঙ ্ গ ন ে র
অ য ু হ া ত ে,অ জ ু হ া ত ে
অ য় ন া ং ষ,অ য় ন া ং শ
অ ফ ্ র য় ো জ ন ী য়,অ প ্ র য় ো জ ন ী য়
আ ক ু ঞ ্ চ ণ,আ ক ু ঞ ্ চ ন
আ ঠ ক ফ া ল ী,আ ঠ ক প া ল ী
আ ত ্ ম ঘ ্ ণ,আ ত ্ ম ঘ ্ ন
অ ঝ া ক া র ে র,অ জ া ক া র ে র
আ প ত ো ণ ্,আ প ত ো ন ্
অ ন ব ি ল ষ ি ত,অ ন ভ ি ল ষ ি ত
অ ফ র ক ে,অ প র ক ে
অ ল ্ ফ ে য় ে,অ ল ্ প ে য় ে
অ ষ ্ ব ত ন ্ ত ্ র,অ স ্ ব ত ন ্ ত ্ র
অ ত ফ ্,অ ত প ্
অ ্ জ া ক া ত ্,অ ্ য া ক া ত ্
অ ক ্ ষ র া ঝ ি ত ে,অ ক ্ ষ র া জ ি ত ে
আ জ া ধ ি,আ জ া দ ি
অ ক ্ ল ী ভ,অ ক ্ ল ী ব
অ ম ্ ভ ু,অ ম ্ ব ু
অ ন ু ম ত ি ধ া ত া,অ ন ু ম ত ি দ া ত া
অ ভ স ্ থ া ন ষ ী ল,অ ব স ্ থ া ন শ ী ল
অ ম ো শ ্,অ ম ো স ্
অ ফ ্ র ি য়,অ প ্ র ি য়
অ ণ ্ ত র া ত ্ ম া,অ ন ্ ত র া ত ্ ম া
অ র ্ থ হ া ণ ি,অ র ্ থ হ া ন ি
অ ণ ্ ত ঃ প ্ র ভ ি ষ ্ ট,অ ন ্ ত ঃ প ্ র ব ি ষ ্ ট
অ ক ি ঞ ্ ছ ি ৎ ক র,অ ক ি ঞ ্ চ ি ৎ ক র
অ স ণ ্ ত ো ষ জ ণ ক,অ স ন ্ ত ো ষ জ ন ক
অ ্ ঝ া ও ড় া ক ্ য া ও ড় া,অ ্ য া ও ড় া ক ্ য া ও ড় া
আ ণ ু শ ঙ ্,আ ন ু শ ঙ ্
অ দ র ে,অ ধ র ে
অ ভ ক ্ র,অ ব ক ্ র
আ গ ে আ ণ ্,আ গ ে আ ন ্
আ ও য় া জ স ূ ণ ্ য,আ ও য় া জ শ ূ ন ্ য
অ শ ্ ব ণ ি য় ণ ্ ত া,অ শ ্ ব ন ি য় ন ্ ত া
অ ণ শ ণ,অ ন শ ন
অ ষ ্ ট দ া ত ু,অ ষ ্ ট ধ া ত ু
অ য ত ণ ে র,অ য ত ন ে র
অ স ী ত ি,অ শ ী ত ি
অ ণ ি শ ্,অ ন ি শ ্
অ ফ ্ র ত ু ল ত া ভ শ ত,অ প ্ র ত ু ল ত া ব শ ত
আ ও ট া ণ,আ ও ট া ন
অ গ ্ ণ ি হ ো ত ্ র,অ গ ্ ন ি হ ো ত ্ র
আ ম গ ণ ্ ধ ী,আ ম গ ন ্ ধ ী
অ শ ু ল ব ্,অ শ ু ল ভ ্
অ ল া ব,অ ল া ভ
অ শ ি শ ্ ট া ছ া র,অ শ ি ষ ্ ট া চ া র
আ ণ ন ্,আ ন ন ্
অ স ্ থ ি ত ু ল ্ ঝ,অ স ্ থ ি ত ু ল ্ য
অ গ ্ র দ ে স,অ গ ্ র দ ে শ
অ ন ু প ো শ ্,অ ন ু প ো স ্
অ ক ্ ষ র া ণ ্ ত র ী ক র ন,অ ক ্ ষ র া ন ্ ত র ী ক র ণ
আ ত ্ ম ষ ং শ য়,আ ত ্ ম স ং শ য়
অ ণ ি হ া,অ ন ি হ া
আ ণ ু গ ত ী,আ ন ু গ ত ী
আ ত ্ ম র ূ ফ া,আ ত ্ ম র ূ প া
অ ষ ্ ট দ র ্ ম,অ ষ ্ ট ধ র ্ ম
অ ব ্ জ ব দ া ন,অ ব ্ য ব ধ া ন
অ ভ ি হ ি ত ে,অ ব ি হ ি ত ে
আ ঈ ও ণ ি য় ন,আ ই ও ন ি য় ন
আ ণ ক ে া র া,আ ন ক ে া র া
আ য ত ো,আ জ ত ো
আ ঁ ছ া আ ঁ চ ি,আ ঁ চ া আ ঁ চ ি
অ ন ু ক ্ র ম ন ি,অ ন ু ক ্ র ম ণ ি
আ দ খ ো ল া,আ ধ খ ো ল া
অ ভ ো ল ি ল া,অ ব ো ল ি ল া
অ শ ্ র ু ত ফ ূ র ্ ভ,অ শ ্ র ু ত প ূ র ্ ব
অ ব ম া ণ ণ া ক া র ী,অ ব ম া ন ন া ক া র ী
আ ত ্ ম স ্ ল া ঘ া,আ ত ্ ম শ ্ ল া ঘ া
অ ল ্ ফ,অ ল ্ প
অ ফ ্ প হ র,অ প ্ প হ র
অ ষ ি ল া,অ স ি ল া
অ ধ ো ভ ু ভ ণ,অ ধ ো ভ ু ব ন
অ ঝ া ত ্ র া,অ য া ত ্ র া
আ ফ া ঙ ্,আ প া ঙ ্
অ ভ ি শ ্ ব া স ব ো ধ ক,অ ব ি শ ্ ব া স ব ো ধ ক
অ ষ ্ ল ী র,অ শ ্ ল ী র
অ ট ্ ট া ল ি ক া ষ ম ূ হ,অ ট ্ ট া ল ি ক া স ম ূ হ
আ য ি জ ি,আ জ ি জ ি
আ ফ ে ণ ্,আ ফ ে ন ্
আ ক ্ শ ে প জ ন ি ত,আ ক ্ ষ ে প জ ন ি ত
অ ব ষ ্ থ া,অ ব স ্ থ া
আ ত ি স জ ্ য ব ্ য ঞ ্ ঝ ক,আ ত ি শ য ্ য ব ্ য ঞ ্ জ ক
অ প ছ য় ব া গ ী,অ প চ য় ভ া গ ী
অ ব ি জ ্ ঞ া ণ ে,অ ভ ি জ ্ ঞ া ন ে
আ ধ ম ি র,আ দ ম ি র
অ ভ ল ম ্ ব,অ ব ল ম ্ ব
আ থ ে ব ্ ঝ থ ে,আ থ ে ব ্ য থ ে
অ শ ে স,অ শ ে ষ
অ ত ি ধ ্ র ু ত গ া ম ী,অ ত ি দ ্ র ু ত গ া ম ী
অ ণ ু ছ র ব ৃ ন ্ ধ,অ ন ু চ র ব ৃ ন ্ দ
অ ণ ণ ্ য দ ৃ ষ ্ ট ি,অ ন ন ্ য দ ৃ ষ ্ ট ি
আ ক া ষ স ্ থ,আ ক া শ স ্ থ
অ ভ ি ব ে চ ্ ঝ,অ ব ি ব ে চ ্ য
আ ভ র ্ ত ি ত,আ ব র ্ ত ি ত
অ গ ব ী র,অ গ ভ ী র
অ গ ্ র শ ্ থ ি ত,অ গ ্ র স ্ থ ি ত
অ ্ জ া ন ো ফ ি ল ি শ,অ ্ য া ন ো ফ ি ল ি স
অ ছ ো ক ি ত ো,অ চ ো ক ি ত ো
অ ণ া দ ি ণ া থ,অ ন া দ ি ন া থ
অ ভ ো ণ য় ো ন ্,অ ব ো ন য় ো ন ্
অ স া দ ু,অ স া ধ ু
অ ং শ ত ্ র,অ ং স ত ্ র
আ ঝ ু র ে,আ জ ু র ে
অ হ ঝ ো গ,অ হ য ো গ
অ প ্ র ী ত ি ক র ব া ব ে,অ প ্ র ী ত ি ক র ভ া ব ে
অ ণ ্ ন ে,অ ন ্ ন ে
আ য ি জ ্,আ জ ি জ ্
অ র ্ থ ল ব ্ দ,অ র ্ থ ল ব ্ ধ
অ শ ি ক ্ শ া ফ ট ু,অ শ ি ক ্ ষ া প ট ু
অ ম ্ ভ ত ্ থ,অ ম ্ ব ত ্ থ
আ প ে ক ্ শ ি ক,আ প ে ক ্ ষ ি ক
অ ভ ি দ ্,অ ব ি দ ্
অ ঝ ম ূ র ্ খ,অ জ ম ূ র ্ খ
অ ক ৃ ফ া,অ ক ৃ প া
অ শ ্ ট ম ূ র ্ ত ি,অ ষ ্ ট ম ূ র ্ ত ি
অ দ ী র া,অ ধ ী র া
অ ব শ ্ থ া ন ু য া য় ী,অ ব স ্ থ া ন ু য া য় ী
অ শ ো ঊ জ ো ন ্,অ শ ো উ জ ো ন ্
আ ন শ া র,আ ন স া র
অ ভ ব ্,অ ব ব ্
অ খ ণ ি ত,অ খ ন ি ত
আ ধ ে ম,আ দ ে ম
আ চ া র ভ ্ য ভ হ া র,আ চ া র ব ্ য ব হ া র
অ ভ জ ্ ঞ া ঝ ো গ ্ য,অ ব জ ্ ঞ া য ো গ ্ য
আ ত ্ ম ছ ে ত ন া,আ ত ্ ম চ ে ত ন া
অ ভ ো হ া র ্,অ ব ো হ া র ্
অ র ্ দ ভ ্ য ক ্ ত,অ র ্ ধ ব ্ য ক ্ ত
অ ক ৃ ত া ধ র ্,অ ক ৃ ত া দ র ্
অ গ া দ ে র,অ গ া ধ ে র
অ দ র ো শ ্,অ ধ র ো শ ্
অ দ ্ য া ত ্ ম ঝ ্ ঞ া ন,অ ধ ্ য া ত ্ ম জ ্ ঞ া ন
অ ণ ্ ন ব ্ জ ঞ ্ জ ন া ধ ি,অ ন ্ ন ব ্ য ঞ ্ জ ন া দ ি
আ গ ম ণ ে র,আ গ ম ন ে র
অ জ া ছ ো ন ি য় ো,অ জ া চ ো ন ি য় ো
আ ণ ু র ূ প ্ য,আ ন ু র ূ প ্ য
আ ভ া হ ি ত,আ ব া হ ি ত
অ ষ ্ ট া ত ্ র ি ং স ত ্ ত ম,অ ষ ্ ট া ত ্ র ি ং শ ত ্ ত ম
অ দ ো গ ত,অ ধ ো গ ত
আ ব ে ক ও শ র,আ ব ে ক ও স র
অ ষ ্ থ ি ছ ূ র ্ ণ,অ স ্ থ ি চ ূ র ্ ণ
অ ণ ্ য ক ৃ ত,অ ন ্ য ক ৃ ত
অ য ু র া,অ জ ু র া
অ ভ ি ব া ব,অ ব ি ভ া ব
অ শ ম ্ ম ত ি ত ে,অ স ম ্ ম ত ি ত ে
আ য ি ক ে,আ জ ি ক ে
অ ন া ভ া দ ি,অ ন া ব া দ ি
অ ণ শ ণ ে,অ ন শ ন ে
আ ত া ণ ্ ত র ে,আ ত া ন ্ ত র ে
অ ফ দ ে ভ,অ প দ ে ব
অ ণ ্ য দ ে স ি,অ ন ্ য দ ে শ ি
আ গ ে আ ণ ি,আ গ ে আ ন ি
আ ঙ ্ গ ণ,আ ঙ ্ গ ন
অ শ ং ঝ ত ব া ক,অ স ং য ত ব া ক
অ ঙ ্ গ ু শ ্ ঠ ি ক া,অ ঙ ্ গ ু ষ ্ ঠ ি ক া
আ দ ু ল ি ট া,আ ধ ু ল ি ট া
অ ষ ং শ ্ ল ি ষ ্ ট,অ স ং শ ্ ল ি ষ ্ ট
অ ন ু শ ্ ঠ া ন া দ ি র,অ ন ু ষ ্ ঠ া ন া দ ি র
আ জ ক া র ে ঈ,আ জ ক া র ে ই
আ ধ ু ণ ি ক ত া,আ ধ ু ন ি ক ত া
আ ক া য় ে ধ ্,আ ক া য় ে দ ্
আ ট ফ ও র,আ ট প ও র
অ শ ্ ত ্ র ে,অ স ্ ত ্ র ে
আ ফ ো শ ্,আ প ো শ ্
অ ব ্ য া স,অ ভ ্ য া স
অ ণ ু জ ্ জ ্ ভ ল ভ া ভ ে,অ ন ু জ ্ জ ্ ব ল ভ া ব ে
অ ণ ্ ণ া দ,অ ন ্ ন া দ
আ ণ ্ ত র ে,আ ন ্ ত র ে
অ ন ু ষ ্ ম র ন,অ ন ু স ্ ম র ণ
আ ঘ া ত ক র ন,আ ঘ া ত ক র ণ
অ ত ্ জ া ধ ি ক,অ ত ্ য া ধ ি ক
অ ণ ো ধ ি ক ্,অ ন ো ধ ি ক ্
অ ভ ী ফ ্ স া,অ ভ ী প ্ স া
অ ধ ্ জ া হ র ণ,অ ধ ্ য া হ র ণ
অ ণ ো ণ ু ব ব ো ন ি য় ো,অ ন ো ন ু ভ ব ো ন ি য় ো
অ ন ু র ঞ ্ য ক,অ ন ু র ঞ ্ জ ক
অ ণ ু ভ ূ ত,অ ন ু ভ ূ ত
আ ণ ্ দ ো ল ণ হ ী ন,আ ন ্ দ ো ল ন হ ী ন
আ ঁ ত ক া ণ ো,আ ঁ ত ক া ন ো
আ ত ্ ম প ্ র ভ ঞ ্ চ ণ া,আ ত ্ ম প ্ র ব ঞ ্ চ ন া
আ ঁ ক ু ফ া ঁ ক ু,আ ঁ ক ু প া ঁ ক ু
অ জ ো শ ্,অ জ ো স ্
আ ঈ ন ি,আ ই ন ি
আ ণ ম ্ য,আ ন ম ্ য
আ ব র ্ ত স া ল ী,আ ব র ্ ত শ া ল ী
আ ক া স জ া ত ি,আ ক া শ জ া ত ি
অ ভ র ো হ ো,অ ব র ো হ ো
অ ত ্ ঝ া চ া র ী,অ ত ্ য া চ া র ী
অ ম ি ত া ছ া র,অ ম ি ত া চ া র
আ ণ ণ ্ দ ল া ড় ু,আ ন ন ্ দ ল া ড় ু
অ ন ু ফ ম,অ ন ু প ম
অ স হ ্ জ,অ স হ ্ য
অ ঙ ্ গ ু ল ি ভ ূ স ন,অ ঙ ্ গ ু ল ি ভ ূ ষ ণ
অ ফ ্ র শ স ্ ত ক া ল,অ প ্ র শ স ্ ত ক া ল
আ ট ক ফ া ল ি য় া,আ ট ক প া ল ি য় া
আ প গ া ণ ি স ্ ত া ন,আ ফ গ া ন ি স ্ ত া ন
অ গ ্ ন ি ক া ন ্ ড,অ গ ্ ন ি ক া ণ ্ ড
অ ণ া হ দ ো,অ ন া হ দ ো
অ ভ ্ র া হ ্ ম ণ,অ ব ্ র া হ ্ ম ণ
অ ছ ি হ ্ ন ি ত,অ চ ি হ ্ ন ি ত
অ ফ র া ভ ূ ত,অ প র া ভ ূ ত
আ ফ ্ র ি ধ ি,আ ফ ্ র ি দ ি
অ ভ ী র া র,অ ব ী র া র
অ ণ ন ্ জ ক র ্ ম া,অ ন ন ্ য ক র ্ ম া
অ ন ি ষ ্ চ য় ত া ভ ো দ,অ ন ি শ ্ চ য় ত া ব ো ধ
অ ল ঙ ্ ক া র ভ ি শ ে স,অ ল ঙ ্ ক া র ব ি শ ে ষ
আ ব র ে ণ,আ ব র ে ন
অ শ ং স ো ধ ি ত,অ স ং শ ো ধ ি ত
অ ষ া ন,অ স া ন
অ গ ণ ্ ত ব ্ জ,অ গ ন ্ ত ব ্ য
আ ত ্ ম ফ ্ র ত া র ক,আ ত ্ ম প ্ র ত া র ক
অ ণ া চ া র ্,অ ন া চ া র ্
অ প ধ ে ভ ত া দ ে র,অ প দ ে ব ত া দ ে র
অ ব ি গ া ম ী,অ ভ ি গ া ম ী
আ ঞ ্ য ি র,আ ঞ ্ জ ি র
অ ণ ু শ ণ ্ ধ ি ৎ স া র,অ ন ু স ন ্ ধ ি ৎ স া র
অ ন া ত ্ ম য ্ ঞ,অ ন া ত ্ ম জ ্ ঞ
আ ঊ দ ড়,আ উ দ ড়
অ হ ণ া,অ হ ন া
অ ং ষ ভ া গ ী,অ ং শ ভ া গ ী
অ ঝ ি গ ্,অ জ ি গ ্
আ ক শ া,আ ক স া
অ ফ হ া র ী,অ প হ া র ী
অ ক ্ স ো ভ,অ ক ্ ষ ো ভ
